0.	<i>adj</i><br><ol><li>0th</li></ol>
geðþótti|geðþóttum|geðþóttarnir|geðþóttanum|geðþóttunum|geðþóttans|geðþóttanna|geðþóttann|geðþótta|geðþóttinn|geðþóttana|geðþóttar	<i>noun</i><br><ol><li>one's own pleasure, one's own free will</li></ol>
gifs|gifsið|gifsinu|gifsins|gifsi	<i>noun</i><br><ol><li>gypsum</li><li>(medicine) cast</li></ol>
gift|giftuna|giftunnar|giftarinnar|gifta|giftina|giftirnar|giftinni|giftunni|giftu|giftar|giftunum|giftanna|giftin|giftan|giftir|giftum	<i>noun</i><br><ol><li>(obsolete) gift</li></ol>
gifta|gifstu|giftandist|ég gifti|að gifta|gifst|við giftum|predicatively|giftra|þau giftast|giftar|þau giftu|giftri|þau gifti|þið giftust|þú giftist|hún|giftisti|giftunni|gift (þú)|það giftir|giftrar|only for explicatory subclauses|giftan|gifst (þú)|það giftist|giftir|gifti|giftur|þið giftuð|giftuna|þeir|þau giftist|þau giftust|þau gifta|it is never used attributively|þið giftist|hann|giftist (þið)|giftum|gifts|giftið (þið)|gift|ég giftist|giftu|að giftast|þið giftið|það gifti|giftiði|giftandi|giftunnar|þú giftir|við giftumst|þær	<i>verb</i><br><ol><li>(transitive, with accusative) to give away in marriage</li><li>(reflexive) to marry</li></ol><br><i>noun</i><br><ol><li>luck, fortune</li></ol>
gifting|giftingar|giftingin|giftingu|giftingunum|giftinga|giftinguna|giftingum|giftingarnar|giftingarinnar|giftingunni|giftinganna	<i>noun</i><br><ol><li>wedding</li><li>marriage</li></ol>
giftingarhringur|giftingarhrings|giftingarhring|giftingarhringurinn|giftingarhringum|giftingarhringa|giftingarhringanna|giftingarhringar|giftingarhringinn|giftingarhringarnir|giftingarhringnum|giftingarhringsins|giftingarhringunum|giftingarhringana	<i>noun</i><br><ol><li>wedding ring</li></ol>
giftur|gifts|gifta|gift|giftra|giftrar|giftu|giftar|giftri|giftan|giftir|gifti|giftum	<i>adj</i><br><ol><li>married</li></ol>
gigt|gigtinni|gigtina|gigtin|gigtarinnar|gigtar	<i>noun</i><br><ol><li>rheumatism, arthritis, gout</li></ol>
gikkur|gikkir|gikk|gikkina|gikknum|gikkjum|gikki|gikkjunum|gikkja|gikkurinn|gikkirnir|gikkjanna|gikkinn|gikks|gikksins	<i>noun</i><br><ol><li>fussy person</li><li>trigger</li><li>(computing) trigger</li></ol>
gil|gila|gili|gilsins|gilunum|gils|gilinu|gilanna|gilið|gilum|gilin	<i>noun</i><br><ol><li>gully, ravine</li></ol>
gilda|þú giltir|það gildir|þau gildi|gildiði|ég gilti|hún|þau gilda|við giltum|það gildi|gilt|ég gildi|þeir|það gilti|þið gildið|gilti|gildið (þið)|að gilda|hann|þau giltu|við gildum|þú gildir|þið giltuð|gild (þú)|giltu|gildandi|þær	<i>verb</i><br><ol><li>to be valid</li></ol>
gildandi|Weak	<i>adj</i><br><ol><li>valid, in effect</li></ol>
gildi|gildunum|gildinu|gildið|gildis|gilda|gildin|gildanna|gildisins|gildum	<i>noun</i><br><ol><li>value, worth</li><li>(law) validity</li><li>ideal, value</li><li>(chemistry) valence</li><li>celebration, feast, banquet</li><li>guild, union</li></ol>
gildleiki|gildleikinn|gildleikunum|gildleikanna|gildleikum|gildleikann|gildleika|gildleikanum|gildleikans|gildleikar|gildleikana|gildleikarnir	<i>noun</i><br><ol><li>portliness</li></ol>
gildur|gildastur|gildir|gildri|gildast|gildan|gildasta|gild|gildastir|gildar|gildustu|gildastar|gilt|gilds|gildara|gildust|gildu|gildrar|gildustum|gildasts|gildra|gildum|gildastan|gilda|gildastra|gildari|gildastrar|gildasti|gildastri|gildi	<i>adj</i><br><ol><li>valid</li><li>thick</li><li>(of a person) prominent, powerful, important</li><li>(chemistry, in compounds) -valent</li></ol>
gimbill|gimbla|gimblarnir|gimblunum|gimblana|gimblinum|gimblum|gimbils|gimbil|gimbli|gimbilsins|gimbillinn|gimbilinn|gimblanna|gimblar	<i>noun</i><br><ol><li>male lamb</li></ol>
gimbur|gimbrin|gimbrar|gimbrinni|gimbrina|gimbrum|gimbrarinnar|gimbrunum|gimbranna|gimbrarnar|gimbra	<i>noun</i><br><ol><li>female lamb</li></ol>
gimsteinn|gimsteininum|gimsteinar|gimstein|gimsteinanna|gimsteinana|gimsteins|gimsteinum|gimsteinninn|gimsteini|gimsteinunum|gimsteinsins|gimsteina|gimsteininn|gimsteinarnir	<i>noun</i><br><ol><li>gemstone, gem, jewel</li></ol>
ginna|þið ginnið|ég ginnist|þú ginntir|ginnisti|ginntir|ginnstu|ég ginntist|predicatively|það ginntist|ég ginni|þú ginnist|það ginnir|ginnist (þið)|ég ginnti|þið ginntuð|hún|þú ginntist|við ginntum|við ginntumst|ginnta|það ginni|þið ginnist|only for explicatory subclauses|ginntra|ginnið (þið)|það ginnti|ginntri|að ginna|það ginnist|ginnandi|þau ginntust|þeir|ginnandist|þau ginnast|ginn (þú)|við ginnum|it is never used attributively|ginntur|þið ginntust|ginnst|ginnts|hann|þau ginna|ginnti|að ginnast|ginntan|þú ginnir|þau ginnist|ginnt|ginnst (þú)|ginntum|þau ginntu|ginntu|ginntrar|ginntar|þau ginni|við ginnumst|ginniði|þær	<i>verb</i><br><ol><li>(transitive, with accusative) to entice, to allure</li><li>(transitive, with accusative) to dupe, to deceive</li></ol>
ginning|ginningar|ginningunum|ginningarnar|ginningunni|ginninguna|ginningum|ginningarinnar|ginninga|ginningu|ginningin|ginninganna	<i>noun</i><br><ol><li>enticement, allurement</li></ol>
girnd|girndir|girndanna|girndin|girndinni|girndum|girndunum|girnda|girndirnar|girndarinnar|girndar|girndina	<i>noun</i><br><ol><li>desire, lust</li></ol>
girni|girnisins|girnið|girnis|girninu	<i>noun</i><br><ol><li>fishing line</li></ol>
girnilegur|girnilegasta|girnilegi|girnilegastur|girnilegan|girnilegastar|girnilegar|girnilegs|girnilegasts|girnilegasti|girnileg|girnilegum|girnilegust|girnilegustu|girnilega|girnilegustum|girnilegu|girnilegastir|girnilegastri|girnilegri|girnilegastrar|girnilegast|girnilegastan|girnilegastra|girnilegt|girnilegrar|girnilegir|girnilegra	<i>adj</i><br><ol><li>tempting</li></ol>
girða|girts|girti|að girða|þið girðið|það girðir|girð (þú)|þau girtu|girt|girtu|ég girtist|þú girtist|girðist (þið)|predicatively|þau girðast|þið girtuð|girðandist|ég girði|hún|girðisti|þú girtir|girtum|girtir|að girðast|þú girðist|only for explicatory subclauses|ég girti|þau girtust|þau girða|girtar|girtan|við girtum|girðiði|ég girðist|við girðumst|þeir|girtur|girst (þú)|þú girðir|það girtist|it is never used attributively|við girtumst|girtri|þið girtust|girðandi|hann|það girti|girstu|þau girðist|girst|það girði|þau girði|það girðist|girta|girðið (þið)|girtrar|þið girðist|girtra|við girðum|þær	<i>verb</i><br><ol><li>to fence (enclose within a fence)</li></ol>
girðing|girðingunni|girðinguna|girðingu|girðingarinnar|girðingar|girðinga|girðingin|girðingum|girðingarnar|girðingunum|girðinganna	<i>noun</i><br><ol><li>fence, enclosure</li></ol>
giska|þau giska|ég giski|þú giskir|það giski|hún|giskað|ég giska|þú giskaðir|giskiði|giska (þú)|þið giskið|að giska|þau giski|þeir|við giskuðum|þú giskar|við giskum|hann|þau giskuðu|giskandi|það giskar|ég giskaði|það giskaði|giskaðu|þið giskuðuð|giskið (þið)|þær|giskaði	<i>verb</i><br><ol><li>to guess</li></ol>
gista|gist (þú)|það gistir|þau gisti|það gisti|hún|þau gista|þið gistuð|gistu|gisti|gistið (þið)|ég gisti|þú gistir|við gistum|þið gistið|þeir|gistiði|að gista|hann|gist|gistandi|þau gistu|þær	<i>verb</i><br><ol><li>to stay the night, sleep over</li></ol>
gisti|gistunum|gista|gistinu|gistum|gistin|gistanna|gistisins|gistið|gistis	<i>noun</i><br><ol><li>(computing) register, the part of the central processing unit used to store and manipulate numbers</li></ol>
gistiaðstaða|gistiaðstaðan|gistiaðstöðunni|gistiaðstöðu|gistiaðstöðunnar|gistiaðstöðuna	<i>noun</i><br><ol><li>sleeping facilities, facilities for an overnight stay</li></ol>
gistihús|gistihúss|gistihúsunum|gistihúsanna|gistihúsin|gistihússins|gistihúsa|gistihúsum|gistihúsið|gistihúsi|gistihúsinu	<i>noun</i><br><ol><li>hotel, guesthouse, inn</li></ol>
gisting|gistingarinnar|gistingar|gistingin|gistinguna|gistingarnar|gistingu|gistinganna|gistingunum|gistingum|gistingunni|gistinga	<i>noun</i><br><ol><li>night's lodging</li></ol>
gistinótt|gistinóttinni|gistinótta|gistinóttum|gistinóttin|gistinóttina|gistinæturnar|gistinætur|gistináttanna|gistinóttunum|gistinæturinnar|gistinóttanna|gistinátta	<i>noun</i><br><ol><li>overnight stay, overnighting, sleepover, slumber party</li></ol>
gjald|gjaldsins|gjaldi|gjaldið|gjöldum|gjalda|gjöldin|gjöldunum|gjaldinu|gjaldanna|gjöld|gjalds	<i>noun</i><br><ol><li>fee, payment</li></ol>
gjalda|goldist|gjaldandist|gjaldist (þið)|predicatively|ég gjaldist|þið gulduð|hún|goldnar|við guldumst|goldinna|gjaldandi|goldnir|ég galst|þið gjaldist|goldið|gjalst (þú)|þið guldust|galt|þú gyldist|við guldum|þú gyldir|goldinn|það galst|að gjaldast|þið gyldust|við gyldumst|við gjöldumst|að gjalda|þú gjaldir|gjaldiði|þeir|goldins|þið gjaldið|goldinni|it is never used attributively|það gyldist|ég geld|ég galt|guldu|goldinnar|þú galst|goldin|þau gjalda|þau gjaldi|þú geldur|það galt|þau gyldust|þau guldu|goldna|þau guldust|við gyldum|þið gylduð|goldnum|ég gelst|goldni|goldnu|þú gjaldist|gjald (þú)|hann|geld|gjald|það gjaldist|það gyldi|það gjaldi|ég gyldist|þau gjaldist|ég gyldi|það gelst|þau gjaldast|við gjöldum|þau gyldu|only for explicatory subclauses|þú gelst|ég gjaldi|gjalstu|gjaldisti|gjaldið (þið)|gjaltu|það geldur|þær	<i>verb</i><br><ol><li>to pay</li></ol>
gjaldeyrir|gjaldeyri|gjaldaurum|gjaldeyrinum|gjaldaurar|gjaldaura|gjaldauranna|gjaldaurunum|gjaldeyris|gjaldeyririnn|gjaldaurana|gjaldeyrinn|gjaldaurarnir|gjaldeyrisins	<i>noun</i><br><ol><li>currency</li></ol>
gjaldfrestur|gjaldfresti|gjaldfresturinn|gjaldfrestinum|gjaldfrestsins|gjaldfrestinn|gjaldfrests|gjaldfrest	<i>noun</i><br><ol><li>(business) payment period, term of payment</li></ol>
gjaldkeri|gjaldkerum|gjaldkerarnir|gjaldkeranum|gjaldkeranna|gjaldkerinn|gjaldkerar|gjaldkerunum|gjaldkerann|gjaldkera|gjaldkerana|gjaldkerans	<i>noun</i><br><ol><li>cashier</li><li>teller</li><li>treasurer</li></ol>
gjaldmiðill|gjaldmiðlarnir|gjaldmiðlanna|gjaldmiðlum|gjaldmiðillinn|gjaldmiðla|gjaldmiðlinum|gjaldmiðilsins|gjaldmiðlunum|gjaldmiðlana|gjaldmiðli|gjaldmiðil|gjaldmiðlar|gjaldmiðils|gjaldmiðilinn	<i>noun</i><br><ol><li>currency</li></ol>
gjaldmælir|gjaldmælis|gjaldmælar|gjaldmæla|gjaldmælunum|gjaldmælarnir|gjaldmælana|gjaldmæli|gjaldmælinn|gjaldmælinum|gjaldmælanna|gjaldmælum|gjaldmælisins|gjaldmælirinn	<i>noun</i><br><ol><li>taximeter</li></ol>
gjaldþrot|gjaldþrota|gjaldþrotsins|gjaldþrotinu|gjaldþrotanna|gjaldþrots|gjaldþrotum|gjaldþrotið|gjaldþrotin|gjaldþrotunum|gjaldþroti	<i>noun</i><br><ol><li>bankruptcy</li></ol>
gjall|gjalls|gjallinu|gjallið|gjallsins|gjalli	<i>noun</i><br><ol><li>slag, dross, scoria, recrement</li></ol>
gjalla|við gyllum|gell|gjalltu|ég gjalli|gullu|ég gylli|þú gyllir|þið gjallið|þau gjalli|þú gjallir|gollni|ég gell|hún|ég gall|þau gyllu|gollnir|gall|þú gallst|gullum|þau gjalla|þú gellur|þið gulluð|þeir|gollið|gollna|gollin|gollinni|það gjalli|gollnar|gollnum|gjalliði|hann|gyllir|gollinn|gjallandi|það gylli|við gullum|gollnu|gjall (þú)|við gjöllum|gollins|gollinnar|gollinna|gjallið (þið)|að gjalla|það gall|það gellur|þær|þið gylluð|þau gullu	<i>verb</i><br><ol><li>(intransitive) to yell, to scream</li><li>(impersonal) to resound</li><li>(intransitive) to cry, to shriek</li></ol>
gjamm|gjamms|gjamminu|gjammið|gjammsins|gjammi	<i>noun</i><br><ol><li>barking, yapping</li></ol>
gjamma|þau gjömmuðust|þau gjamma|gjammaðar|við gjömmuðum|við gjömmuðumst|gjammiði|gjammaði|predicatively|þið gjammið|gjammast|þið gjömmuðust|ég gjammast|gjammað|hún|gjammaðra|gjammandi|að gjamma|gjammaðan|það gjammar|við gjömmumst|þú gjammar|þú gjammist|við gjömmum|gjammaðrar|gjammaður|gjammastu|only for explicatory subclauses|gjammaðu|það gjammaði|gjammaðir|að gjammast|gjammaðs|gjammisti|gjammið (þið)|þið gjammist|ég gjammi|þeir|það gjammast|gjammist (þið)|gjömmuðu|þau gjömmuðu|it is never used attributively|gjammaða|ég gjammist|hann|gjammast (þú)|þau gjammist|ég gjammaðist|það gjammaðist|þau gjammast|þú gjammast|þau gjammi|þú gjammaðist|það gjammi|gjammandist|gjammaðri|þú gjammir|gjömmuðum|ég gjammaði|þið gjömmuðuð|gjömmuð|það gjammist|þú gjammaðir|þær|ég gjamma|gjamma (þú)	<i>verb</i><br><ol><li>(of dogs) to bark</li></ol>
gjarn|gjarnara|gjörnu|gjarnir|gjarnar|gjarnasts|gjarns|gjarnri|gjarnasta|gjarnastri|gjarnrar|gjarnastir|gjarnan|gjarnastra|gjarnra|gjarnasti|gjarnt|gjarnastrar|gjarnastar|gjörn|gjörnum|gjarnastur|gjörnustu|gjarnast|gjörnustum|gjarnari|gjarnastan|gjörnust|gjarni|gjarna	<i>adj</i><br><ol><li>willing, eager, keen</li></ol>
gjarna|heldur|helst	<i>adv</i><br><ol><li>gladly, willingly, readily</li></ol>
gjarnan|heldur|helst	<i>adv</i><br><ol><li>gladly, willingly, readily</li></ol>
gjá|gjárinnar|gjárnar|gjám|gjánni|gjáa|gjánum|gjánna|gjár|gjána|gjáin	<i>noun</i><br><ol><li>chasm, rift, crack</li></ol>
gjóla|gjólunnar|gjólan|gjóluna|gjólunni|gjólu	<i>noun</i><br><ol><li>breeze, slight gust of wind</li></ol>
gjósa|gaus|gosið|gusu	<i>verb</i><br><ol><li>(transitive, intransitive, governs the dative) to erupt</li><li>(transitive, intransitive, governs the dative, of hot springs) to spout, to gush</li></ol>
gjóska|gjóskunnar|gjósku|gjóskan|gjóskunni|gjóskuna	<i>noun</i><br><ol><li>(geology) tephra</li></ol>
gjóstur|gjóstunum|gjóst|gjóstarnir|gjóstsins|gjósta|gjósturinn|gjóstana|gjóstinum|gjóstanna|gjóstinn|gjósti|gjóstum|gjóstar|gjósts	<i>noun</i><br><ol><li>gust</li></ol>
gjóta|gjótnanna|þið gytuð|gjótna|gjótið (þið)|gotni|ég gjóti|þú gjótir|þau gjóta|gotnu|þið gutuð|þau gutu|þú gýtur|hún|ég gýt|það gjóti|ég gaut|gjótiði|við gjótum|gjótur|gjóturnar|gotnar|gjótuna|gotnir|gjótunnar|það gyti|gjótunum|gjótunni|gjótandi|þið gjótið|þeir|gotna|gutu|ég gyti|við gutum|þau gytu|gjót (þú)|gjótu|það gýtur|það gaut|þú gytir|hann|gotins|gotinna|við gytum|þú gaust|gotið|gjótan|að gjóta|gotinni|gjóttu|gotinn|þau gjóti|gjótum|gotnum|gjótanna|gotinnar|þær|gotin|gaut	<i>verb</i><br><ol><li>(transitive, with dative) to spawn, to give birth to</li></ol><br><i>noun</i><br><ol><li>hollow, hole</li></ol>
gjóður|gjóð|gjóða|gjóðunum|gjóðarnir|gjóðanna|gjóðs|gjóðar|gjóðurinn|gjóðum|gjóðana|gjóðnum|gjóðinn|gjóðsins|gjóði|gjóðinum	<i>noun</i><br><ol><li>osprey</li></ol>
gjöf|gjafirnar|gjöfum|gjafarinnar|gjafa|gjöfinni|gjafanna|gjöfunum|gjöfin|gjafar|gjöfina|gjafir	<i>noun</i><br><ol><li>gift, present</li><li>feeding</li><li>a dealing of cards</li></ol>
gjöfull|gjöfulli|gjöfulastur	<i>adj</i><br><ol><li>munificent</li></ol>
gjögur|gjögra|gjögurs|gjögrum|gjögrið|gjögrinu|gjögrin|gjögursins|gjögrunum|gjögri|gjögranna	<i>noun</i><br><ol><li>cleft, rift</li></ol>
gjöra|gjört|gjörði	<i>verb</i><br><ol><li>(archaic, transitive, governs the accusative) to do</li></ol>
gjörgæsla|gjörgæslan|gjörgæslunni|gjörgæslunnar|gjörgæslu|gjörgæsluna	<i>noun</i><br><ol><li>(medicine) intensive care</li></ol>
gjörla|gerla	<i>adv</i><br><ol><li>completely, fully</li><li>clearly, evidently</li></ol>
gjörsamlega|gersamlega	<i>adv</i><br><ol><li>completely, entirely, utterly</li></ol>
gjörvallur|gjörvallastar|gjörvallra|gjörvallar|gjörvallastur|gjörvallasts|gjörvallasta|gjörvallrar|gjörvallastri|gjörvöllustu|gjörvallt|gjörvöllum|gjörvalls|gjörvalli|gjörvallasti|gjörvalla|gjörvöll|gjörvöllust|gjörvallastra|gjörvallast|gjörvallastrar|gjörvallari|gjörvallastan|gjörvallara|gjörvöllustum|gjörvallri|gjörvöllu|gjörvallan|gjörvallastir|gjörvallir	<i>adj</i><br><ol><li>whole, entire</li></ol>
gjörð|gjörðar|gjörðirnar|gjörðum|gjörðunum|gjörðina|gjörðanna|gjarðirnar|gjörðarinnar|gjörðin|gjörða|gjarðanna|gjörðir|gjörðinni|gjarðir|gjarðar|gjörð|gjarða|gjarðarinnar	<i>noun</i><br><ol><li>action</li><li>cinch, saddle girth</li><li>girdle, belt</li><li>hoop</li></ol>
gjörðu svo vel	<i>phrase</i><br><ol><li>a polite expression when handing something to someone; here you go; there you go; my pleasure</li><li>please</li></ol>
glampa|þau glampi|það glampaði|að glampa|glampið (þið)|þið glömpuðuð|hún|ég glampa|þú glampir|ég glampi|við glömpum|þau glampa|glampiði|þau glömpuðu|glampa (þú)|þeir|þú glampar|glampandi|glampaði|það glampi|hann|þú glampaðir|glampað|þið glampið|ég glampaði|við glömpuðum|það glampar|glampaðu|þær	<i>verb</i><br><ol><li>to gleam, to glisten</li></ol>
glampi|glampana|glampanum|glampinn|glampa|glampans|glampann|glömpunum|glampanna|glampar|glömpum|glamparnir	<i>noun</i><br><ol><li>gleam</li><li>twinkle</li><li>glimpse</li><li>flash</li></ol>
glannalegur|glannalegastra|glannalegustum|glannalegasti|glannalegi|glannalegri|glannalegastir|glannalegastan|glannaleg|glannalegastri|glannalegasts|glannalegustu|glannalegs|glannalegust|glannalegast|glannalegastrar|glannalega|glannalegastar|glannalegasta|glannalegu|glannalegar|glannalegra|glannalegum|glannalegan|glannalegastur|glannalegir|glannalegt|glannalegrar	<i>adj</i><br><ol><li>foolish</li></ol>
glanni|glannarnir|glann|glannsins|glönnunum|glannar|glanna|glannnum|glannanna|glanninn|glannana|glönnum|glanns	<i>noun</i><br><ol><li>fool, clown, imbecile</li></ol>
glans|glansinum|glansins|glansinn	<i>noun</i><br><ol><li>shine, lustre, sheen</li></ol>
glansa|þið glansið|glansað|þú glansar|glansið (þið)|hún|að glansa|við glönsuðum|það glansaði|þau glansi|glansa (þú)|þú glansaðir|það glansar|ég glansi|glansandi|glansaðu|ég glansa|þeir|þau glönsuðu|ég glansaði|það glansi|við glönsum|glansiði|hann|þið glönsuðuð|þau glansa|þú glansir|glansaði|þær	<i>verb</i><br><ol><li>to shine, to glisten</li></ol>
glas|glasanna|glös|glass|glasa|glasið|glösunum|glassins|glasinu|glasi|glösin|glösum	<i>noun</i><br><ol><li>glass (beverage container)</li></ol>
