Ahadi|Ahad	<i>name</i><br><ol><li>Sunday</li></ol>
waho|fowaho|miwaho|yowaho|towaho|owaho|niwaho|nowaho|mowaho|iwaho	<i>verb</i><br><ol><li>(stative) to be crushed, shattered</li><li>(stative) to be destroyed</li><li>(stative) to be rotten</li></ol>
waja	<i>noun</i><br><ol><li>steel</li></ol>
waje|yowaje|mowaje|je|nowaje|miwaje|towaje|owaje|fowaje|niwaje|iwaje	<i>verb</i><br><ol><li>(transitive) to say</li></ol><br><i>conj</i><br><ol><li>relative complementizer, that</li></ol>
wako|niwako|yowako|mowako|nowako|miwako|iwako|owako|towako|fowako	<i>verb</i><br><ol><li>(transitive) to turn, rotate</li></ol>
wakowako	<i>noun</i><br><ol><li>a kind of turning tool</li></ol>
waktu	<i>noun</i><br><ol><li>time</li></ol>
wale|miwale|fowale|niwale|mowale|towale|owale|nowale|iwale|yowale	<i>verb</i><br><ol><li>(intransitive) to swing ones arms</li></ol>
walirang	<i>noun</i><br><ol><li>sulfur</li></ol>
walu	<i>noun</i><br><ol><li>the calabash (Lagenaria siceraria)</li></ol>
wange	<i>noun</i><br><ol><li>day</li><li>the sun</li></ol>
wange konora	<i>adv</i><br><ol><li>at midday</li></ol>
wange malako	<i>noun</i><br><ol><li>the sun</li></ol>
wange ne	<i>adv</i><br><ol><li>today</li></ol>
wangu	<i>noun</i><br><ol><li>(teeth) the molar</li></ol>
wari|niwari|nowari|owari|towari|miwari|yowari|iwari|fowari|mowari	<i>verb</i><br><ol><li>(intransitive) to fold</li><li>(intransitive) to come out</li></ol>
waringi|واريڠي|waring	<i>noun</i><br><ol><li>the weeping fig (Ficus benjamina)</li><li>the Malayan banyan (Ficus microcarpa)</li></ol>
warna	<i>noun</i><br><ol><li>color</li></ol>
waro|niwaro|yowaro|fowaro|iwaro|mowaro|towaro|miwaro|nowaro|owaro	<i>verb</i><br><ol><li>(intransitive, transitive) to know (to be aware; to be cognizant of sth)</li><li>(transitive) to know (to understand or have a grasp of through experience or study)</li></ol>
warong	<i>noun</i><br><ol><li>a warung</li></ol>
wase	<i>noun</i><br><ol><li>an unproductive coconut tree</li></ol>
wasu|owasu|mowasu|yowasu|iwasu|fowasu|niwasu|miwasu|towasu|nowasu	<i>verb</i><br><ol><li>(transitive) to request, to order</li></ol>
wati|mowati|fowati|yowati|nowati|owati|towati|iwati|miwati|niwati	<i>verb</i><br><ol><li>to pick vegetables</li></ol>
wato|miwato|nowato|towato|iwato|niwato|mowato|yowato|owato|fowato	<i>verb</i><br><ol><li>(stative) to be naked</li></ol>
weku|toweku|foweku|niweku|yoweku|iweku|moweku|miweku|oweku|noweku	<i>verb</i><br><ol><li>(intransitive) to bend down</li></ol>
wele|towele|niwele|nowele|iwele|owele|mowele|fowele|yowele|miwele	<i>verb</i><br><ol><li>(transitive) to hang (something)</li></ol>
widu	<i>noun</i><br><ol><li>any of several fish of the genus Kyphosus</li></ol>
wigo|mowigo|nowigo|towigo|niwigo|fowigo|iwigo|miwigo|yowigo|owigo	<i>verb</i><br><ol><li>(intransitive) to shake</li><li>(intransitive) to sway, swing</li></ol>
wigowigo	<i>noun</i><br><ol><li>a hanging cradle</li></ol>
wiguwigu	<i>noun</i><br><ol><li>a bird's nest</li></ol>
wiji	<i>noun</i><br><ol><li>sesame seed</li></ol>
wilu|mowilu|nowilu|fowilu|niwilu|yowilu|towilu|iwilu|miwilu|owilu	<i>verb</i><br><ol><li>(transitive) to call</li></ol>
wiro|towiro|iwiro|mowiro|fowiro|nowiro|owiro|niwiro|miwiro|yowiro	<i>verb</i><br><ol><li>(stative) to be long and sharp (like a sword)</li></ol>
wito|fowito|nowito|miwito|owito|niwito|iwito|yowito|mowito|towito	<i>verb</i><br><ol><li>(transitive) to push</li><li>(transitive) to push off</li></ol>
woha|yowoha|towoha|nowoha|owoha|mowoha|fowoha|iwoha|niwoha|miwoha	<i>verb</i><br><ol><li>(stative) to be broad</li></ol>
wohe|niwohe|miwohe|fowohe|mowohe|nowohe|owohe|towohe|iwohe|yowohe	<i>verb</i><br><ol><li>(transitive) to sun-dry</li></ol>
woka	<i>noun</i><br><ol><li>the footstool palm (Saribus rotundifolius)</li><li>the humpback grouper (Cromileptes altivelis)</li></ol>
wokawoka	<i>noun</i><br><ol><li>the crow</li><li>(specifically) the large-billed crow (Corvus macrorhynchos)</li></ol>
wola|owola|iwola|yowola|miwola|nowola|mowola|towola|niwola|fowola	<i>verb</i><br><ol><li>(stative) to be loose</li></ol>
wolseika	<i>adv</i><br><ol><li>often</li></ol>
woma|niwoma|yowoma|towoma|fowoma|nowoma|owoma|miwoma|iwoma|mowoma	<i>noun</i><br><ol><li>breath</li><li>(of the body) the temple</li></ol><br><i>verb</i><br><ol><li>to breathe</li></ol>
wonge	<i>noun</i><br><ol><li>a spirit</li></ol>
wongewonge	<i>noun</i><br><ol><li>ancestors</li></ol>
wora|miwora|fowora|niwora|towora|nowora|yowora|iwora|owora|mowora	<i>verb</i><br><ol><li>(transitive) to stretch out</li><li>(transitive) to let out</li></ol>
woro|foworo|niworo|noworo|oworo|iworo|yoworo|miworo|toworo|moworo	<i>verb</i><br><ol><li>(transitive) to air out</li><li>(transitive) to hang to dry</li></ol>
wosa|fowosa|miwosa|mowosa|owosa|iwosa|yowosa|nowosa|niwosa|towosa	<i>verb</i><br><ol><li>(transitive) to enter</li><li>(transitive) to go to, to attend an event, etc.</li></ol>
wosawosa|miwosawosa|fowosawosa|mowosawosa|niwosawosa|iwosawosa|yowosawosa|towosawosa|nowosawosa|owosawosa	<i>verb</i><br><ol><li>(intransitive, of many people) to enter</li></ol>
woto|niwoto|nowoto|yowoto|owoto|miwoto|towoto|mowoto|iwoto|fowoto	<i>verb</i><br><ol><li>(transitive) to bury</li></ol>
wotu	<i>noun</i><br><ol><li>the navel</li></ol>
wowaro	<i>noun</i><br><ol><li>knowledge</li></ol>
wowasu	<i>noun</i><br><ol><li>request, demand (the act or an instance of asking for something)</li></ol>
woworo	<i>noun</i><br><ol><li>clothesline</li></ol>
wudi	<i>noun</i><br><ol><li>(nautical) the stern</li></ol>
wuhi	<i>noun</i><br><ol><li>the spinefoots, fish of the genus Siganus</li></ol>
wuna|fowuna|towuna|owuna|miwuna|mowuna|niwuna|iwuna|yowuna|nowuna	<i>verb</i><br><ol><li>(intransitive) to vomit</li></ol>
wuni|miwuni|iwuni|niwuni|owuni|towuni|yowuni|mowuni|nowuni|fowuni	<i>verb</i><br><ol><li>(transitive) to watch</li></ol>
wutu	<i>noun</i><br><ol><li>a river source</li></ol>
ya	<i>intj</i><br><ol><li>yes</li></ol>
yaara	<i>intj</i><br><ol><li>poor thing!</li></ol>
yabayaba	<i>noun</i><br><ol><li>a kind of roof</li></ol>
yaha|miyaha|moyaha|niyaha|foyaha|noyaha|toyaha|iyaha|yoyaha|oyaha	<i>verb</i><br><ol><li>(stative) to be weak</li></ol>
yahu|foyahu|iyahu|yoyahu|toyahu|noyahu|niyahu|miyahu|moyahu|oyahu	<i>verb</i><br><ol><li>(transitive) to force, compel</li></ol>
yai|noyai|miyai|foyai|oyai|iyai|moyai|toyai|niyai|yoyai	<i>verb</i><br><ol><li>to put a child on one's lap</li></ol>
yang|يڠ	<i>conj</i><br><ol><li>relative clause introducer; which, that</li></ol>
yao	<i>noun</i><br><ol><li>a baby</li></ol>
yapa|yoyapa|miyapa|foyapa|moyapa|noyapa|iyapa|oyapa|niyapa|toyapa	<i>verb</i><br><ol><li>(stative) to be filthy, dirty</li></ol>
yare|iyare|niyare|toyare|moyare|oyare|noyare|yoyare|miyare|foyare	<i>verb</i><br><ol><li>(transitive) to scatter</li></ol>
yaru	<i>noun</i><br><ol><li>sailfish</li><li>marlins</li><li>swordfish</li></ol>
yaya	<i>noun</i><br><ol><li>mother</li></ol>
yaya jojo	<i>noun</i><br><ol><li>either parent's younger sister</li></ol>
yobo	<i>noun</i><br><ol><li>a kind of banana</li></ol>
yogo|iyogo|miyoyogo|yoyoyogo|iyoyoga|niyogo|toyoyoga|moyogo|noyoyogo|moyoyogo|yoyoga|yoyogo|yoyoyoga|noyoyoga|oyoyogo|iyoyogo|oyoyoga|oyogo|toyogo|foyogo|noyogo|toyoyogo|miyoyoga|niyoyoga|foyoyogo|moyoyoga|miyogo|niyoyogo|foyoyoga	<i>verb</i><br><ol><li>(stative) to be fast</li><li>(intransitive) to hurry</li></ol>
yogoyogo	<i>adv</i><br><ol><li>hurriedly</li></ol>
yon	<i>noun</i><br><ol><li>a kind of dance</li></ol>
yora|noyora|oyora|toyora|foyora|niyora|iyora|moyora|yoyora|miyora	<i>verb</i><br><ol><li>(intransitive) to kneel</li></ol>
yoyo	<i>intj</i><br><ol><li>wow!</li></ol>
yoyogo|miyoyogo|yoyoyogo|iyoyoga|toyoyoga|noyoyogo|moyoyogo|yoyoga|yoyoyoga|noyoyoga|oyoyogo|iyoyogo|oyoyoga|toyoyogo|miyoyoga|niyoyoga|foyoyogo|moyoyoga|niyoyogo|foyoyoga	<i>verb</i><br><ol><li>(stative) to be crazy</li></ol>
yoyolidara	<i>noun</i><br><ol><li>plants of the genus Pterocymbium</li></ol>
yufa|niyufa|yoyufa|toyufa|noyufa|oyufa|miyufa|foyufa|iyufa|moyufa	<i>verb</i><br><ol><li>(intransitive) to enter a forest</li></ol>
أكو|toaku|niaku|moaku|miaku|yoaku|noaku|oaku|foaku|aku|iaku	<i>verb</i><br><ol><li>(auxiliary) to be allowed, may</li></ol>
بابو|yobabu|obabu|tobabu|mobabu|nobabu|fobabu|mibabu|babu|nibabu|ibabu	<i>verb</i><br><ol><li>(intransitive) (of humans) to fall</li><li>(intransitive) to be overthrown</li></ol>
بتاکه|bataka	<i>noun</i><br><ol><li>kencur (Kaempferia galanga)</li></ol>
بيس|nibesa|mobesa|nobesa|ibesa|tobesa|besa|yobesa|fobesa|mibesa|obesa	<i>noun</i><br><ol><li>rain</li></ol><br><i>verb</i><br><ol><li>to rain</li></ol>
تدوري|Todore	<i>name</i><br><ol><li>the island of Tidore</li><li>the city of Tidore</li><li>the sultanate of Tidore</li></ol>
تعظيم|itaadim|otaadim|totaadim|nitaadim|notaadim|motaadim|fotaadim|yotaadim|taadim|mitaadim	<i>noun</i><br><ol><li>homage, respect</li><li>tribute</li></ol><br><i>verb</i><br><ol><li>(transitive) to honor, revere</li><li>(intransitive) to show respect</li></ol>
تماتي|tamate	<i>noun</i><br><ol><li>tomato</li></ol>
تهوکو|tohoko	<i>noun</i><br><ol><li>the ground thrush (genus Geokichla)</li></ol>
توريهي|motorihi|notorihi|itorihi|fotorihi|totorihi|yotorihi|mitorihi|otorihi|torihi|nitorihi	<i>verb</i><br><ol><li>(intransitive, of a boat, etc.) to run aground</li><li>(intransitive, of a boat, etc.) to get into shallow water</li></ol>
توله|motola|mitola|tola|itola|otola|notola|nitola|yotola|fotola|totola	<i>verb</i><br><ol><li>(transitive) to stop</li><li>(transitive) to interrupt</li><li>(transitive) to decrease or reduce one's salary</li><li>(transitive) to break</li><li>(transitive) to cut</li></ol>
توم|tom	<i>noun</i><br><ol><li>indigo (Indigofera tinctoria)</li></ol>
تونو|motono|yotono|notono|otono|fotono|tono|nitono|totono|itono|mitono	<i>verb</i><br><ol><li>(transitive) to soak</li></ol>
تڠݢالو|tinggalu	<i>noun</i><br><ol><li>a Malay civet (Viverra tangalunga)</li></ol>
تݢلڠان|tagalngana	<i>noun</i><br><ol><li>kangaroo grass (Themeda triandra)</li></ol>
تݢوحيراه|tuguhera	<i>noun</i><br><ol><li>the thumb</li></ol>
تݢوديکي|tugudeki	<i>noun</i><br><ol><li>the little finger</li><li>the ring finger</li></ol>
جو|joo	<i>noun</i><br><ol><li>a shortening of جوو (“joou”)</li></ol>
جوو|joou	<i>noun</i><br><ol><li>lord</li><li>sultan</li><li>god</li></ol>
جڠوت|jongutu|jingutu	<i>noun</i><br><ol><li>a mat</li><li>(specifically) a sleeping mat</li></ol>
دووڠي|dowong|dowongi	<i>noun</i><br><ol><li>sand</li></ol>
راتو|rato	<i>noun</i><br><ol><li>a gust of wind</li><li>a storm</li></ol>
سافو|safo	<i>noun</i><br><ol><li>a bowl</li><li>a cup</li></ol>
سامه|سامه|sama	<i>noun</i><br><ol><li>the outrigger (of a proa, etc.)</li><li>a crocodile</li></ol>
ساڠو|nisango|fosango|yosango|isango|mosango|misango|sango|tosango|nosango|osango	<i>verb</i><br><ol><li>(intransitive) to answer, reply</li></ol>
ساݢو ساݢو|sagusagu	<i>noun</i><br><ol><li>a spear, lance, assegai</li></ol>
سوفو|sofu|sofi	<i>noun</i><br><ol><li>dried skins of the bird of paradise</li></ol>
سيدو|sido|sidu	<i>noun</i><br><ol><li>a torch (often bamboo filled with damar)</li></ol>
سيݢي|sigi	<i>noun</i><br><ol><li>mosque</li></ol>
طواف|fotawaf|itawaf|tawaf|nitawaf|mitawaf|notawaf|yotawaf|totawaf|motawaf|otawaf	<i>verb</i><br><ol><li>(transitive) to circumambulate</li><li>to perform the tawaf</li></ol>
ففوکي|fofoki	<i>noun</i><br><ol><li>the eggplant, aubergine</li></ol>
لامو|tolamo|milamo|nilamo|molamo|yolamo|nolamo|olamo|ilamo|folamo|lamo	<i>verb</i><br><ol><li>(stative) to be big</li></ol>
لاکو|lako	<i>noun</i><br><ol><li>eye</li></ol>
ڤترا|putra	<i>noun</i><br><ol><li>a prince</li></ol>
ڤتريٰ|ڤترا|putra	<i>noun</i><br><ol><li>(proscribed) Alternative form of ڤترا (putra, “prince”).</li></ol>
ڽاو|nyao	<i>noun</i><br><ol><li>a fish</li></ol>
ݢراکا|goraka	<i>noun</i><br><ol><li>ginger</li></ol>
