13.	<i>adj</i><br><ol><li>13th</li></ol>
fyribils	<i>adj</i><br><ol><li>temporary, preliminary, provisional, interim</li></ol><br><i>adv</i><br><ol><li>temporarily, provisionally, for the present, for the moment</li></ol>
fyridømi|fyridøma|fyridømum|fyridømunum|fyridømisins|fyridømið|fyridømis|fyridømir|fyridømnum|fyridøminum|fyridømanna|fyridømini	<i>noun</i><br><ol><li>good/bad example</li><li>instance, precedent</li><li>pattern, model</li></ol>
fyrimunur|fyrimununum|fyrimunin|fyrimuna|fyrimunirnar|fyrimun|fyrimuni|fyrimunir|fyrimunar|fyrimunanna|fyrimunurin|fyrimunirnir|fyrimunum|fyrimunarins|fyrimuninum	<i>noun</i><br><ol><li>advantage</li><li>advantage, avail, benefit</li><li>advantage, favour</li></ol>
fyrimynd|fyrimyndir|fyrimyndar|fyrimyndum|fyrimyndirnar|fyrimyndunum|fyrimyndanna|fyrimyndin|fyrimyndarinnar|fyrimyndina|fyrimyndini|fyrimynda	<i>noun</i><br><ol><li>model, template</li></ol>
fyrisetingarorð|fyrisetingarorðið|fyrisetingarorðini|fyrisetingarorðum|fyrisetingarorðanna|fyrisetingarorðunum|fyrisetingarorðs|fyrisetingarorði|fyrisetingarorðinum|fyrisetingarorðsins|fyrisetingarorða	<i>noun</i><br><ol><li>preposition</li></ol>
fyrisiting|fyrisitingin|fyrisitingini|fyrisitingarnar|fyrisitingum|fyrisitingina|fyrisitinganna|fyrisitingar|fyrisitingarinnar|fyrisitingunum|fyrisitinga	<i>noun</i><br><ol><li>administration</li></ol>
fyrisitingarligur|fyrisitingarliga|fyrisitingarligari|fyrisitingarligar|fyrisitingarligum|fyrisitingarligs|fyrisitingarligt|fyrisitingarligan|fyrisitingarlig|fyrisitingarligir	<i>adj</i><br><ol><li>administrative</li></ol>
fyrisøgn|fyrisagna|fyrisagnar|fyrisøgnum|fyrisøgnin|fyrisagnir|fyrisagnunum|fyrisagnanna|fyrisagnarinnar|fyrisøgnunum|fyrisagnum|fyrisøgnina|fyrisagnirnar|fyrisøgnini	<i>noun</i><br><ol><li>dictation</li></ol>
fyritøka|fyritøkan|fyritøkur|fyritøkunnar|fyritøku|fyritøkuna|fyritøkum|fyritøkuni|fyritøkurnar|fyritøkunum|fyritøkanna	<i>noun</i><br><ol><li>effort, overcoming</li><li>(economics) enterprise, company</li></ol>
fyrr|fyrst	<i>adv</i><br><ol><li>before, prior</li><li>rather</li><li>earlier, faster</li></ol>
fyrr enn	<i>conj</i><br><ol><li>before</li></ol>
fyrrapartur|fyrraparturin|fyrrapartin|fyrraparta|fyrrapartum|fyrrapartinum|fyrrapørtunum|fyrrapartanna|fyrrapartunum|fyrrapart|fyrrapartar|fyrraparts|fyrraparti|fyrrapørtum|fyrrapartarnir|fyrrapartarnar|fyrrapartsins	<i>noun</i><br><ol><li>forenoon, morning</li><li>first half (i. e. a century)</li></ol>
fyrri|fyrru|fyrra|fyrstur	<i>adj</i><br><ol><li>former, first (of two)</li></ol>
fyrrverandi	<i>adj</i><br><ol><li>former</li></ol>
fyrst	<i>adv</i><br><ol><li>first, first of all</li></ol>
fyrst og fremst	<i>adv</i><br><ol><li>first and foremost, above all</li></ol>
fyrsta|fyrstunnar|fyrstu|fyrstuni|fyrstan|fyrstuna	<i>noun</i><br><ol><li>beginning</li></ol><br><i>adv</i><br><ol><li>first</li></ol><br><i>conj</i><br><ol><li>as soon as</li></ol>
fyrstahjálp|fyrstahjálparinnar|fyrstahjálpin|fyrstahjálpini|fyrstahjálpar|fyrstahjálpina	<i>noun</i><br><ol><li>first aid</li></ol>
fyrsti|fyrstu|fyrsta	<i>adj</i><br><ol><li>first (of many)</li></ol>
fyrstu|fyrsti|fyrsta	<i>adj</i><br><ol><li>first</li></ol>
fyrstur|fyrst	<i>num</i><br><ol><li>first</li></ol>
fá|fær|fái|fáið!|fekk|fingu|fingin|fingið|fá!|fáa|fekst|fært	<i>verb</i><br><ol><li>(archaic, poetic) to get</li></ol>
fáa|fær|fái|fingin|fekk|fingu|fáið!|fingið|fá!|fáa|fekst|fært	<i>verb</i><br><ol><li>to take, to catch</li><li>to get, to obtain</li></ol>
fáir|færri|fáan|fáur|fás|fæstur|fáar|fáa|fá|fáari|fáum|fátt	<i>adj</i><br><ol><li>few, indefinite strong nominative plural masculine of fáur</li></ol>
fám|fáminum|fámsins|fámið|fáms|fámi	<i>noun</i><br><ol><li>spray (mist of liquid)</li></ol>
fámannaveldi|fámannaveldir|fámannaveldunum|fámannaveldini|fámannaveldum|fámannaveldinum|fámannaveldnum|fámannaveldanna|fámannaveldið|fámannaveldis|fámannaveldisins|fámannavelda	<i>noun</i><br><ol><li>oligarchy</li></ol>
fár|fára|fárs|fársins|fárunum|fár|fárum|fárini|fárið|fáranna|fári|fárinum	<i>noun</i><br><ol><li>(poetic) accident, anger, calamity</li><li>sheep</li></ol>
fáraligur|fáraligs|fáraligan|fáraligum|fáraligari|fáraliga|fáraligir|fáraligt|fáraligar|fáralig	<i>adj</i><br><ol><li>dangerous</li></ol>
fátækt|fátæktarinnar|fátæktar|fátækum|fátækir|fátøkum|fátækur|fátæka|fátækastur|fátæktina|fátæks|fátøk|fátækar|fátækari|fátæktini|fátæk|fátæktin|fátækan	<i>noun</i><br><ol><li>poverty</li></ol>
fátækur|fátækum|fátækir|fátøkum|fátækastur|fátæka|fátækt|fátæks|fátækar|fátøk|fátækari|fátæk|fátækan	<i>adj</i><br><ol><li>poor</li></ol>
fáur|færri|fáan|fás|fæstur|fáar|fáir|fáa|fá|fáari|fáum|fátt	<i>adj</i><br><ol><li>few</li></ol>
fæ|fíggjar|fæi	<i>noun</i><br><ol><li>cattle, livestock</li><li>riches, richness, property, goods, money</li></ol>
fíggindi|fígginda|fíggindarnar|fíggindanum|fíggindans|fíggindan|fíggindin|fíggindarnir|fíggindanna|fíggindar|fíggindunum|fíggindum	<i>noun</i><br><ol><li>enemy, foe</li></ol>
fíggja|fíggjað|fíggjandi|fíggjaði|fíggjar|fíggjið!|fíggji|fíggjaðu|fíggja!|fíggjaður	<i>verb</i><br><ol><li>to finance, to pay</li></ol>
fíggjarligur|fíggjarligan|fíggjarligu|fíggjarligi|fíggjarliga|fíggjarligari|fíggjarligs|fíggjarligum|fíggjarlig|fíggjarligt|fíggjarligar|fíggjarligir	<i>adj</i><br><ol><li>financial</li></ol>
fíggjarsvik|fíggjarsvikum|fíggjarsvikanna|fíggjarsvikinum|fíggjarsvika|fíggjarsvikunum|fíggjarsvikið|fíggjarsviki|fíggjarsviksins|fíggjarsvikini|fíggjarsviks	<i>noun</i><br><ol><li>financial fraud</li></ol>
fíggjarætlan|fíggjarætlanin|fíggjarætlanarinnar|fíggjarætlanir|fíggjarætlanum|fíggjarætlanina|fíggjarætlanar|fíggjarætlananna|fíggjarætlana|fíggjarætlanirnar|fíggjarætlanunum|fíggjarætlanini	<i>noun</i><br><ol><li>budget project (for the next year)</li></ol>
fílur|fílar|fíli|fílanna|fíla|fílin|fílum|fíls|fíl|fílinum|fílarnar|fílunum|fílarnir|fílurin|fílsins	<i>noun</i><br><ol><li>elephant (Elephas)</li></ol>
fínur|fínir|fínar|fína|fín|fínum|fínt|fínan|fínari|fíns	<i>adj</i><br><ol><li>fine</li><li>splendid</li><li>delicate</li></ol>
fólk|fólki|fólkini|fólka|fólkinum|fólks|fólkunum|fólkið|fólksins|fólkanna|fólkum	<i>noun</i><br><ol><li>people</li><li>lineage, dynasty</li><li>team</li><li>person</li><li>guests</li><li>chessmen</li></ol>
fólkalívsfrøði|fólkalívsfrøðin|fólkalívsfrøðini|fólkalívsfrøðinnar|fólkalívsfrøðina	<i>noun</i><br><ol><li>ethnology, cultural anthropology</li></ol>
fólkaræði|fólkaræðinum|fólkaræðunum|fólkaræðini|fólkaræðið|fólkaræðanna|fólkaræðum|fólkaræðir|fólkaræða|fólkaræðisins|fólkaræðnum|fólkaræðis	<i>noun</i><br><ol><li>democracy</li></ol>
fólkaræðisligur|fólkaræðisligs|fólkaræðisligari|fólkaræðisligan|fólkaræðisligar|fólkaræðislig|fólkaræðisligir|fólkaræðisliga|fólkaræðisligum|fólkaræðisligt	<i>adj</i><br><ol><li>democratic</li></ol>
fólkatal|fólkatali|fólkatølini|fólkatølum|fólkatalanna|fólkatalið|fólkatøl|fólkatølunum|fólkatalsins|fólkatals|fólkatala|fólkatalinum	<i>noun</i><br><ol><li>population</li></ol>
fólksligur|fólksligum|fólksligir|fólkslig|fólksligar|fólksligari|fólksliga|fólksligt|fólksligan|fólksligs	<i>adj</i><br><ol><li>popular, folkish</li></ol>
fótbóltsdystur|fótbóltsdystirnar|fótbóltsdyst|fótbóltsdystir|fótbóltsdysts|fótbóltsdystin|fótbóltsdysti|fótbóltsdystsins|fótbóltsdystunum|fótbóltsdystum|fótbóltsdystinum|fótbóltsdysturin|fótbóltsdysta|fótbóltsdystanna|fótbóltsdystirnir	<i>noun</i><br><ol><li>(sports, soccer) football match, football game</li></ol>
fótbóltssamband|fótbóltssambondunum|fótbóltssambandið|fótbóltssambands|fótbóltssambandanna|fótbóltssambondum|fótbóltssambandi|fótbóltssambanda|fótbóltssambondini|fótbóltssambandsins|fótbóltssambond|fótbóltssambandinum	<i>noun</i><br><ol><li>(national) football federation</li></ol>
fótbóltsvøllur|fótbóltsvøllin|fótbóltsvøllirnir|fótbóltsvøllum|fótbóltsvøllinum|fótbóltsvallanna|fótbóltsvallar|fótbóltsvallarins|fótbóltsvøll|fótbóltsvøllirnar|fótbóltsvøllunum|fótbóltsvalla|fótbóltsvølli|fótbóltsvøllir|fótbóltsvøllurin	<i>noun</i><br><ol><li>football field</li></ol>
fótbóltur|fótbólts|fótbóltsins|fótbóltanna|fótbóltum|fótbóltarnar|fótbóltunum|fótbólta|fótbólt|fótbóltin|fótbólturin|fótbóltarnir|fótbólti|fótbóltar|fótbóltinum	<i>noun</i><br><ol><li>football (the ball)</li><li>football, soccer (the game)</li></ol>
fótleggur|fótleggin|fótleggi|fótleggjarins|fótlegg|fótleggja|fótleggjum|fótleggjanna|fótleggirnir|fótleggjunum|fótleggirnar|fótleggjar|fótleggurin|fótleggir|fótlegginum	<i>noun</i><br><ol><li>(anatomy) leg</li></ol>
fótur|fótunum|fótanna|fótar|føturnir|fóturin|fóta|fóti|fótum|fót|fótin|føtur|fótinum|fótarins|føturnar	<i>noun</i><br><ol><li>foot</li><li>leg</li><li>0,5 alin = 31,385 cm</li><li>base</li></ol>
fóðra|fóðrar|fóðrað|fóðri|fóðra!|fóðrið!|fóðraði|fóðrandi|fóðraður|fóðraðu	<i>verb</i><br><ol><li>to feed</li></ol>
føla|følt|følir|følið!|føl!|føldi|følandi|føli|føldur|føldu	<i>verb</i><br><ol><li>to feel</li></ol>
følna|følnið!|følna!|følnaði|følni|følnaður|følnandi|følnað|følnaðu|følnar	<i>verb</i><br><ol><li>(botany) to wither, to droop</li><li>(people) to blanch, to turn pale</li></ol>
fønari|fønararnar|fønararnir|fønarunum|fønarans|fønara|fønaran|fønarin|fønarum|fønaranum|fønarar|fønaranna	<i>noun</i><br><ol><li>(haircare) hairdryer</li></ol>
føniks	<i>noun</i><br><ol><li>phoenix (mythological bird)</li></ol>
føra|før!|før|føri|førdur|førið!|førdi|førandi|førdu|førir|ført	<i>verb</i><br><ol><li>to conduct, to guide, to lead</li><li>to carry, to bear, to bring, to keep (accounts)</li></ol>
føri|føris|førunum|førum|førið|førisins|førnum|føra|førini|føranna|førir|førinum	<i>noun</i><br><ol><li>matter</li><li>instance, case, circumstance</li><li>capability, possibility</li><li>distance</li></ol>
førilús|førilúsunum|førilýsnum|førilúsum|førilúsa|førilúsar|førilúsin|førilýs|førilúsarinnar|førilúsina|førilúsini|førilýsnar|førilúsanna	<i>noun</i><br><ol><li>sheep ked</li></ol>
førleiki|førleikunum|førleikan|førleikar|førleikarnir|førleikarnar|førleikanna|førleikans|førleikin|førleikanum|førleikum|førleika	<i>noun</i><br><ol><li>skill, proficiency, ability, competence</li></ol>
føroyakort|føroyakorti|føroyakortanna|føroyakortunum|føroyakortið|føroyakortum|føroyakorts|føroyakorta|føroyakortinum|føroyakortsins|føroyakortini	<i>noun</i><br><ol><li>Map of the Faroe Islands.</li></ol>
føroyaskøra|føroyaskøru|føroyaskøruni|føroyaskøranna|føroyaskøruna|føroyaskørum|føroyaskørunnar|føroyaskørur|føroyaskørurnar|føroyaskørunum|føroyaskøran	<i>noun</i><br><ol><li>Faroese lady's mantle (Alchemilla faeroensis)</li></ol>
føroyingar|føroyingarnar|plural form of føroyingur|føroyingin|føroyingi|føroyinga|føroyinganna|føroyingurin|føroyingur|føroyings|føroyingsins|føroyinginum|føroyingunum|føroyingum|føroying|føroyingarnir	<i>noun</i><br><ol><li>Faroese, persons from or inhabitants of the Faroe Islands</li></ol>
føroyingur|føroyingarnar|føroyingi|føroyingin|føroyinga|plural form of føroyingur|føroyinganna|føroyingurin|føroyingarnir|føroyings|føroyingsins|føroyinginum|føroyingunum|føroyingum|føroying|føroyingar	<i>noun</i><br><ol><li>Faroese, person from or inhabitant of the Faroe Islands</li></ol>
føroysk	<i>adj</i><br><ol><li>Faroese (f of føroyskur)</li></ol>
føroyska|føroyskur|føroyskari|føroyskaðu|føroysk|føroyskar/ føroyskrar|føroyski|føroyska/ føroyskra|føroyskar|føroysku|føroyskir|føroysks|før.|føroyskum|føroyskaði|føroyska!|føroyskið!|føroyskað|føroyskan|føroyskaður|føroyskt|føroyskandi|føroyska	<i>verb</i><br><ol><li>to translate into Faroese</li></ol>
føroyskan|føroysk|før.|føroyskur|føroyskar/ føroyskrar|føroyskum|føroyski|føroyskari|føroyska/ føroyskra|føroyskar|føroyskt|føroysku|føroyskan|føroyska|føroyskir|føroysks	<i>adj</i><br><ol><li>Faroese (accusative of føroyskur m sg)</li></ol>
føroyskur|føroysk|før.|føroyskur|føroyskar/ føroyskrar|føroyskum|føroyski|føroyskari|føroyska/ føroyskra|føroyskar|føroyskt|føroysku|føroyskan|føroyska|føroyskir|føroysks	<i>adj</i><br><ol><li>Faroese</li><li>(neuter singular, substantive) the Faroese language</li></ol>
førur|føran|førum|førar|førari|før|føra|førs|førir|ført	<i>adj</i><br><ol><li>competent</li></ol>
føða|føtt|føddi|føð!|føðið!|føði|føðandi|føðir|føddu|føddur	<i>verb</i><br><ol><li>to bear, to give birth to</li></ol>
føði|føðini|føðinnar|føðina|føðin	<i>noun</i><br><ol><li>food</li></ol>
føðing|føðingum|føðingini|føðingina|føðinga|føðingarnar|føðinganna|føðingarinnar|føðingar|føðingunum|føðingin	<i>noun</i><br><ol><li>birth</li></ol>
føðingardagur|føðingardagar|føðingardegnum|føðingardaganna|føðingardagin|føðingardags|føðingardagarnar|føðingardaga|føðingardagarnir|føðingardegi|føðingardagsins|føðingardag|føðingardagurin|føðingardøgum|føðingardøgunum	<i>noun</i><br><ol><li>birthday</li></ol>
fúka|feykst|fuku|fúkandi|fúkið!|fokið|fokin|fúk!|fúki|fýkur|feyk	<i>verb</i><br><ol><li>to blow, to wave</li><li>to rush, to dart</li></ol>
fúnaður	<i>adj</i><br><ol><li>rotten</li></ol>
fúti|fútar|fútanum|fútans|fútunum|fútarnir|fúta|fútanna|fútum|fútin|fútan|fútarnar	<i>noun</i><br><ol><li>superintendent and prosecutor in the Faroe Islands</li><li>bailiff</li></ol>
fýkur	<i>verb</i><br><ol><li>second-person singular/third-person singular present of fúka</li></ol>
fýla|fýlunum|fýlu|fýluna|fýlunnar|fýlur|fýlum|fýlan|fýluni|fýlanna|fýlurnar	<i>noun</i><br><ol><li>grumbler</li><li>moaner</li></ol>
fýra	<i>num</i><br><ol><li>four, cardinal number after trý and before fimm</li></ol>
fýrikur|fýrikin|fýriks|fýriksins|fýrik|fýriki|fýrikurin|fýrikinum	<i>noun</i><br><ol><li>(cards, stýrivolt) four of clubs</li></ol>
fýrs	<i>num</i><br><ol><li>eighty</li></ol>
fýrverk|fýrverks|fýrverkanna|fýrverkunum|fýrverkinum|fýrverki|fýrverkið|fýrverka|fýrverkum|fýrverkini|fýrverksins	<i>noun</i><br><ol><li>fireworks</li></ol>
g|G	<i>character</i><br><ol><li>The eighth letter of the Faroese alphabet, written in the Latin script.</li></ol>
gaffil|gafli|gaflunum|gaffilin|gaffils|gaffilsins|gaflanna|gaflar|gaflinum|gaflarnar|gaflarnir|gafla|gaflum	<i>noun</i><br><ol><li>fork</li><li>handlebar</li><li>(nautical) gaff</li></ol>
gagn|gagna|gagnanna|gøgn|gagns|gøgnini|gagninum|gøgnum|gagnsins|gøgnunum|gagnið|gagni	<i>noun</i><br><ol><li>gain, benefit</li><li>(anatomy) organ</li></ol>
gala|galin|gal!|gelur|gólu|galið!|galandi|gali|galið|gól|gólst	<i>verb</i><br><ol><li>to crow (of a chicken)</li></ol>
galin|galnir|galið|galnari|galins|galnar|galnum|galna|galnan	<i>adj</i><br><ol><li>mad, crazy, senseless</li><li>wrong</li></ol>
galipinnur|galipinnar|galipins|galipinnarnar|galipinnanna|galipinninum|galipinsins|galipinni|galipinnarnir|galipinnurin|galipinn|galipinna|galipinnum|galipinnunum|galipinnin	<i>noun</i><br><ol><li>clitoris</li></ol>
gallsteinur|gallsteinarnar|gallsteins|gallsteinin|gallsteini|gallsteina|gallsteinum|gallsteinunum|gallsteinarnir|gallstein|gallsteinar|gallsteinanna|gallsteinsins|gallsteininum|gallsteinurin	<i>noun</i><br><ol><li>gallstone</li></ol>
gamal|gamalt|gamlari|eldri|gamls|gamlan|gamli|gomlum|gomul|gamals|gamlar|eldra|eldru|gomlu|elstur|gamlir|gamla	<i>adj</i><br><ol><li>old</li></ol>
ganda|gandandi|gandaðu|gandi|gandaði|gandaður|gandið!|gandað|gandar|ganda!	<i>verb</i><br><ol><li>to conjure, to bewitch, to jinx</li></ol>
gandur|gandi|gandin|gand|gandsins|gandinum|gands|gandurin	<i>noun</i><br><ol><li>black magic</li></ol>
ganga|gangandi|gangi|gangið!|gangið|gongur|gakk!|gingin|gekk|gingu|ganga|gekst|gingið	<i>verb</i><br><ol><li>to walk</li></ol>
garður|garðanna|garðin|garða|garð|garðinum|garðurin|garði|gørðum|garðarnir|garðsins|garðar|garðarnar|gørðunum|garðs	<i>noun</i><br><ol><li>garden</li><li>stone wall, fence</li><li>farm, dwelling</li></ol>
gass|gassið|gassinum|gassins|gassi	<i>noun</i><br><ol><li>(chemistry) gas</li></ol>
ge|ges|gea|geini|geanna|genum|geið|gesins|geum|geunum|gei	<i>noun</i><br><ol><li>The name of the Latin-script letter G.</li></ol>
gedda|geddunnar|geddanna|gedduni|geddunum|geddum|geddurnar|geddu|gedduna|geddan|geddur	<i>noun</i><br><ol><li>pike (Esox lucius)</li></ol>
geil|geilarnar|geilunum|geilar|geilanna|geilum|geilin|geilina|geilarinnar|geilini|geila	<i>noun</i><br><ol><li>fenced lane along which animals (cattle) can be driven through the field out onto the pasture</li><li>(plural, in expressions) street</li><li>(sheep) hollow on the inside of a ram's horn</li><li>(nautical) small passage (e.g. between two skerries)</li><li>(sports) lane</li></ol>
geirfuglur|geirfugla|geirfugli|geirfuglarnar|geirfuglum|geirfuglinum|geirfuglarnir|geirfuglurin|geirfuglin|geirfuglunum|geirfuglar|geirfuglsins|geirfugl|geirfugls|geirfuglanna	<i>noun</i><br><ol><li>great auk (Pinguinus impennis), an extinct bird, which was observed 1808 for the last time in the Faroes.</li></ol>
geit|geitir|geitin|geitanna|geitirnar|geitar|geitini|geitum|geitunum|geitarinnar|geita|geitina	<i>noun</i><br><ol><li>goat</li></ol>
gelda|geldu|geldi|gelt|geld!|geldið!|geldur|geldir|geldandi	<i>verb</i><br><ol><li>to geld, castrate</li></ol>
geldingur|geldinginum|geldingum|geldingin|geldingi|gelding|geldingarnir|geldinganna|geldingar|geldings|geldinga|geldingarnar|geldingurin|geldingsins|geldingunum	<i>noun</i><br><ol><li>a castrated male animal, especially a wether (castrated ram) or gelding (castrated horse)</li><li>eunuch</li></ol>
genta|gentuni|gentunnar|gentuna|gentunum|gentu|gentanna|gentur|gentan|genturnar|gentum	<i>noun</i><br><ol><li>girl</li><li>young woman</li><li>maid</li><li>daughter</li></ol>
ger|geri|gjørdu|gerina|gerar|gerið!|gerandi|ger!|gerini|gerarinnar|gjørdur|gert|gera|gerin|ger|gjørt|gjørdi	<i>noun</i><br><ol><li>yeast</li></ol>
ger so væl	<i>intj</i><br><ol><li>here you are, here you go</li><li>please, verbally "make so well"</li></ol>
gera|geri|geraður|geraði|gjørdu|gerað|gerar|gerið!|gerandi|ger!|gera!|geraðu|gjørdur|gert|gera|ger|gjørt|gjørdi	<i>verb</i><br><ol><li>to do, to make</li><li>to ferment, to brew</li></ol>
gera seg inn á	<i>verb</i><br><ol><li>to offend or affront somebody</li></ol>
gervi|gervis|gerva|gervanna|gervum|gervunum|gervið|gervinum|gervini|gervnum|gervisins|gervir	<i>noun</i><br><ol><li>gear</li></ol>
gerð|gerðir|gerðanna|gerða|gerðirnar|gerðina|gerðum|gerðar|gerðunum|gerðarinnar|gerðin|gerðini	<i>noun</i><br><ol><li>action, work, act, deed, making</li></ol>
gestablídni|gestablídninum|gestablídnis|gestablídnisins|gestablídnnum|gestablídnið	<i>noun</i><br><ol><li>hospitality</li></ol>
